pickup_loc_id,pickup_latitude,pickup_longitude
119,40.72010803222656,-73.9939956665039
120,40.763042449951165,-73.98197937011719
121,40.748172760009766,-74.00792694091797
122,40.79489135742188,-73.97218322753906
123,40.7535514831543,-73.97393798828125
124,40.75334167480469,-73.97753143310547
125,40.68385696411133,-73.97672271728516
126,40.757671356201165,-73.9749984741211
127,40.75219345092773,-73.97740936279298
128,40.74011993408203,-74.00601196289062
129,40.656829833984375,-73.79316711425781
130,40.76277923583984,-73.9786376953125
131,40.64365005493164,-73.78993225097656
132,40.759590148925774,-73.97323608398438
133,40.779609680175774,-73.95195007324217
134,40.75677108764648,-73.97566986083984
135,40.644039154052734,-73.79023742675781
136,40.73789978027344,-73.98733520507811
137,40.72977828979492,-73.99696350097656
138,40.72639465332031,-73.99159240722656
139,40.74924087524414,-73.98856353759764
140,40.74422073364258,-73.98783874511719
141,40.759647369384766,-73.98805236816406
142,40.74190521240234,-73.98555755615233
143,40.808197021484375,-73.96387481689453
144,40.75336837768555,-73.97466278076173
145,40.78847503662109,-73.97673034667967
146,40.72389602661133,-73.9911880493164
147,40.76170349121094,-73.98664093017578
148,40.64477157592773,-73.78217315673827
149,40.7578125,-73.97136688232422
150,40.7447395324707,-73.98297882080078
151,40.75896835327149,-73.96846771240233
152,40.76015853881836,-73.97588348388672
153,40.749942779541016,-73.99207305908203
154,40.759368896484375,-73.96805572509764
155,40.721900939941406,-73.99978637695312
156,40.845458984375,-73.93865966796875
157,40.7700080871582,-73.9625473022461
158,40.76211166381836,-73.97431182861328
159,40.773792266845696,-73.87437438964845
160,40.79460525512695,-73.94454956054686
161,40.735061645507805,-73.99138641357422
162,40.71707534790039,-73.99156951904298
163,40.73038864135742,-73.98426818847656
164,40.75825119018555,-73.96935272216798
165,40.75323867797852,-73.97924041748048
166,40.72288131713867,-73.98872375488281
167,40.749000549316406,-73.99185943603516
168,40.755569458007805,-73.98748016357422
169,40.748321533203125,-74.00754547119139
170,40.64554977416992,-73.77679443359375
171,40.76298141479492,-73.97843933105469
172,40.75537490844727,-73.98702239990233
173,40.74898910522461,-73.98818969726561
174,40.7224006652832,-73.98011779785155
175,40.73535919189453,-73.9984130859375
176,40.7165412902832,-74.01515960693358
177,40.765419006347656,-73.91806793212889
178,40.75871658325195,-73.99602508544923
179,40.75933837890625,-73.9866485595703
180,40.783485412597656,-73.95274353027344
181,40.778316497802734,-73.95843505859375
182,40.756107330322266,-73.99033355712889
183,40.72818374633789,-73.98806762695312
184,40.77195358276367,-73.94994354248048
185,40.780311584472656,-73.94476318359375
186,40.80044174194336,-73.96199798583984
187,40.74002456665039,-73.9822998046875
188,40.70938873291016,-74.01773071289062
189,40.75152206420898,-73.9766845703125
190,40.77595901489258,-73.9874267578125
191,40.75496673583984,-73.97806549072266
192,40.74686813354492,-74.0042495727539
193,40.72288513183594,-73.98580169677734
194,40.73315048217773,-73.99581146240233
195,40.769241333007805,-73.98554229736328
196,40.74166870117188,-73.9973907470703
197,40.78073120117188,-73.98133850097656
198,40.803340911865234,-73.9527816772461
199,40.73992156982422,-73.9988021850586
200,40.749210357666016,-73.99138641357422
201,40.752811431884766,-73.98137664794923
202,40.78805160522461,-73.95368957519531
203,40.76500701904297,-73.98345947265625
204,40.73366165161133,-74.0062484741211
205,40.74596786499024,-73.91226959228516
206,40.74877166748047,-74.0046615600586
207,40.73890686035156,-73.98287200927734
208,40.78274917602539,-73.97502136230467
209,40.73104095458984,-73.98881530761719
210,40.774051666259766,-73.95759582519531
211,40.823066711425774,-73.9492645263672
212,40.743839263916016,-73.97936248779298
213,40.79787826538086,-73.97126007080078
214,40.72942352294922,-73.99180603027342
215,40.75048828125,-73.99093627929686
216,40.75697708129882,-73.96304321289062
217,40.70582962036133,-74.00637817382812
218,40.64341735839844,-73.78924560546875
219,40.74388122558594,-73.97659301757811
220,40.77145004272461,-73.9794921875
221,40.776180267333984,-73.97985076904298
222,40.7373161315918,-73.99677276611328
223,40.76689910888672,-73.95301818847656
224,40.755176544189446,-73.97376251220702
225,40.80514907836913,-73.93955993652342
226,40.771183013916016,-73.86629486083984
227,40.7312889099121,-74.0066909790039
228,40.75933074951172,-73.96524810791014
229,40.740631103515625,-73.97894287109375
230,40.755908966064446,-73.9768829345703
231,40.64484786987305,-73.78180694580078
232,40.746768951416016,-73.98577117919923
233,40.73793029785156,-74.0045166015625
234,40.755619049072266,-73.96192932128906
235,40.81669235229492,-73.94300079345702
236,40.75187301635742,-73.99365997314453
237,40.75398635864258,-73.96914672851561
238,40.721412658691406,-73.8434066772461
239,40.75542831420898,-73.9912109375
240,40.76503372192384,-73.97464752197266
241,40.75126647949219,-73.98673248291014
242,40.64440536499024,-73.97418975830078
243,40.769561767578125,-73.98481750488281
244,40.72434616088867,-73.99247741699219
245,40.7676010131836,-73.95551300048828
246,40.75558853149414,-73.99114990234375
247,40.7263069152832,-73.99601745605469
248,40.73579788208008,-73.98974609375
249,40.744731903076165,-73.99889373779298
250,40.68706512451172,-73.9902114868164
251,40.73904037475586,-73.98023986816406
252,40.77603149414063,-73.97955322265625
253,40.78459930419922,-73.98087310791014
254,40.744659423828125,-73.9761962890625
255,40.75585174560546,-73.97737884521484
256,40.71548080444336,-74.0078582763672
257,40.7415885925293,-73.95033264160156
258,40.7817611694336,-73.98091125488281
259,40.79216384887695,-73.97394561767578
260,40.76098251342773,-73.97785186767578
261,40.75157928466797,-73.99388885498048
262,40.79698181152344,-73.97124481201173
263,40.75591659545898,-73.99005126953125
264,40.7583465576172,-73.96605682373048
265,40.7877197265625,-73.94136047363281
266,40.777000427246094,-73.95558929443358
267,40.77515411376953,-73.9607162475586
268,40.769878387451165,-73.95775604248048
269,40.747657775878906,-73.98946380615233
270,40.751258850097656,-73.9940185546875
271,40.73647689819336,-73.99329376220702
272,40.76340866088867,-73.98322296142578
273,40.70663070678711,-74.0028076171875
274,40.782901763916016,-73.9711685180664
275,40.77362823486328,-73.98162078857422
276,40.769561767578125,-73.9637222290039
277,40.722949981689446,-74.00802612304686
278,40.75283050537109,-73.98555755615233
279,40.763771057128906,-73.95871734619139
280,40.77577972412109,-73.96041870117188
281,40.75408935546875,-73.99197387695312
282,40.789546966552734,-73.9700927734375
283,40.77824020385742,-73.9564437866211
284,40.69350814819336,-73.99671936035155
285,40.70143127441406,-74.0123291015625
286,40.77064895629882,-73.98741912841797
287,40.73598861694336,-73.98516845703125
288,40.7708854675293,-73.96192169189453
289,40.75067901611328,-73.99105834960938
290,40.772064208984375,-73.99020385742188
291,40.77412033081056,-73.9489974975586
292,40.73863983154297,-74.00639343261719
293,40.7927131652832,-73.96408081054686
294,40.771270751953125,-73.95330810546875
295,40.79426956176758,-73.93973541259764
296,40.768848419189446,-73.9611587524414
297,40.74860382080078,-73.98876190185547
298,40.688358306884766,-73.98932647705078
299,40.753231048583984,-73.98062133789062
300,40.76129150390625,-73.99942016601561
301,40.65811920166016,-73.92576599121094
302,40.77431869506836,-73.95748138427734
303,40.771759033203125,-73.9827651977539
304,40.77866363525391,-73.95372009277344
305,40.81338119506836,-73.94895172119139
306,40.64488220214844,-73.7822265625
307,40.78195190429688,-73.97917938232422
308,40.762149810791016,-73.98648071289062
309,40.7720184326172,-73.95600128173827
310,40.75510025024414,-73.99506378173827
311,40.73764801025391,-74.00461578369139
312,40.73924255371094,-73.98801422119139
313,40.772010803222656,-73.98644256591797
314,40.76169967651367,-73.96656799316406
315,40.74560546875,-73.97824859619139
316,40.78268814086913,-73.94817352294923
317,40.7790641784668,-73.95676422119139
318,40.78112030029297,-73.95220947265625
319,40.75064086914063,-73.99095916748048
320,40.7498893737793,-73.99137878417967
321,40.771240234375,-73.86637115478516
322,40.679195404052734,-73.9955825805664
323,40.72679138183594,-73.98596954345702
324,40.779930114746094,-73.98387145996092
325,40.73687362670898,-73.8772735595703
326,40.76326370239258,-73.96542358398438
327,40.777996063232415,-73.9457015991211
328,40.75836563110352,-73.98941802978516
329,40.76540756225586,-73.97965240478516
330,40.78929901123047,-73.97059631347656
331,40.74045181274414,-73.97917938232422
332,40.76887893676758,-73.95223999023438
333,40.74290084838867,-73.9965591430664
334,40.77045822143555,-73.9540023803711
335,40.74560928344727,-73.97830200195312
336,40.77767181396485,-73.95294189453125
337,40.745220184326165,-73.9981918334961
338,40.74303436279297,-73.97411346435547
339,40.762508392333984,-73.92935180664062
340,40.77426910400391,-73.98120880126953
341,40.661991119384766,-73.9615707397461
342,40.704811096191406,-74.01334381103516
343,40.74700164794922,-73.98358154296875
344,40.77151870727539,-73.95070648193358
345,40.77285003662109,-73.96256256103516
346,40.74082946777344,-74.00544738769531
347,40.7100067138672,-74.01641082763672
348,40.76591110229492,-73.99093627929686
349,40.6533432006836,-73.9593505859375
350,40.78519058227539,-73.97144317626953
351,40.7475700378418,-73.9737777709961
352,40.77775955200195,-73.98899078369139
353,40.64608383178711,-73.77635955810547
354,40.76406478881836,-73.90210723876953
355,40.72731018066406,-73.99138641357422
356,40.75191116333008,-73.97370147705078
357,40.74615097045898,-73.97956085205078
358,40.72085189819336,-73.98114013671875
359,40.7197494506836,-73.99864959716798
360,40.77337646484375,-73.96016693115233
361,40.73429489135742,-74.00619506835938
362,40.76608276367188,-73.99070739746092
363,40.76779556274414,-73.96392059326173
364,40.758426666259766,-73.98863983154298
365,40.834278106689446,-73.94492340087889
366,40.78004455566406,-73.95511627197266
367,40.71511459350586,-74.01609802246092
368,40.78309631347656,-73.9781494140625
369,40.78577423095703,-73.97065734863281
370,40.791141510009766,-73.9533462524414
371,40.7426643371582,-73.9929428100586
372,40.74943161010742,-73.9916763305664
373,40.74977111816406,-73.99152374267578
374,40.74066925048828,-73.98738098144531
375,40.77016067504882,-73.98770141601561
376,40.76329803466797,-73.95921325683594
377,40.786746978759766,-73.95437622070312
378,40.74504852294922,-74.00241088867188
379,40.74140167236328,-74.0012969970703
380,40.728851318359375,-74.00045013427734
381,40.75896072387695,-73.98429870605469
382,40.77300262451172,-73.9482421875
383,40.75286102294922,-73.98068237304686
384,40.789188385009766,-73.97772979736328
385,40.75007629394531,-73.991455078125
386,40.71092987060546,-74.01577758789062
387,40.75559997558594,-73.96163940429686
388,40.7734832763672,-73.98522186279298
389,40.754150390625,-73.97746276855469
390,40.7485809326172,-73.98838806152342
391,40.73992156982422,-74.00244903564453
392,40.7461166381836,-73.98164367675781
393,40.75387954711913,-73.98146057128906
394,40.768421173095696,-73.89544677734375
395,40.74184036254882,-73.98938751220702
396,40.72397613525391,-73.9925765991211
397,40.78033065795898,-73.9474868774414
398,40.765419006347656,-73.95777130126953
399,40.761280059814446,-73.99787139892578
400,40.805213928222656,-73.93927001953125
401,40.74987030029297,-73.97273254394531
402,40.699085235595696,-73.93529510498048
403,40.74790954589844,-73.98098754882812
404,40.75571060180664,-73.99085235595702
405,40.80213165283203,-73.95706176757811
406,40.717041015625,-74.0139923095703
407,40.75062561035156,-73.99467468261719
408,40.75186920166016,-73.98944091796875
409,40.80125045776367,-73.94203186035155
410,40.76557540893555,-73.98351287841797
411,40.78289031982422,-73.94600677490233
412,40.75680160522461,-73.98995971679686
413,40.76632308959961,-73.96426391601561
414,40.756961822509766,-73.99369049072266
415,40.77922058105469,-73.94760131835938
416,40.78628158569336,-73.97241973876953
417,40.737640380859375,-73.98406982421875
418,40.76647567749024,-73.95392608642578
419,40.77535629272461,-73.9879379272461
420,40.77481460571289,-73.9508514404297
421,40.731311798095696,-73.98822021484375
422,40.76133728027344,-73.98937225341797
423,40.740535736083984,-73.99649047851561
424,40.75495910644531,-73.97329711914062
425,40.64693069458008,-73.78955841064453
426,40.7823486328125,-73.95252227783203
427,40.77600860595703,-73.94428253173827
428,40.73327255249024,-73.9998321533203
429,40.760379791259766,-74.00286865234375
430,40.84185028076172,-73.93929290771484
431,40.76152038574219,-74.00032806396483
432,40.77742004394531,-73.98291015625
433,40.64527893066406,-73.78060913085938
434,40.77860641479492,-73.97791290283203
435,40.73392105102539,-74.00627899169923
436,40.74277114868164,-73.99291229248048
437,40.77384185791016,-73.95149993896483
438,40.72880172729492,-73.97554016113281
439,40.769622802734375,-73.9578628540039
440,40.77964019775391,-73.95371246337889
441,40.76045989990234,-74.00286102294923
442,40.740482330322266,-73.9758071899414
443,40.766460418701165,-73.96263122558594
444,40.745643615722656,-73.97813415527344
445,40.67930603027344,-73.9996337890625
446,40.74663925170898,-73.98634338378906
447,40.7181510925293,-73.81561279296875
448,40.744998931884766,-73.98512268066406
449,40.7637176513672,-73.97123718261719
450,40.78274917602539,-73.94602203369139
451,40.7374382019043,-73.9898681640625
452,40.73086166381836,-73.98300170898438
453,40.7180061340332,-74.01456451416014
454,40.7719612121582,-73.95279693603516
455,40.77944946289063,-73.97738647460938
456,40.76903533935546,-73.98843383789062
457,40.79256057739258,-73.97518157958984
458,40.74065780639648,-73.9944610595703
459,40.72806167602539,-73.99520874023438
460,40.7519989013672,-73.97557067871092
461,40.78350830078125,-73.97086334228516
462,40.77783584594727,-73.94944763183594
463,40.781734466552734,-73.98300933837889
464,40.773529052734375,-73.94940948486328
465,40.74937438964844,-73.98170471191406
466,40.73461151123047,-73.9986572265625
467,40.75041198730469,-73.97399139404298
468,40.775299072265625,-73.95356750488281
469,40.7503318786621,-73.99459075927734
470,40.784271240234375,-73.97023010253906
471,40.77286911010742,-73.86857604980467
472,40.7512321472168,-73.97554016113281
473,40.76357650756836,-73.96730804443358
474,40.783084869384766,-73.94474792480467
475,40.7725067138672,-73.95079803466798
476,40.7648811340332,-73.9613037109375
477,40.769752502441406,-73.8638916015625
478,40.74729919433594,-73.98943328857422
479,40.7334213256836,-73.97599029541014
480,40.7323112487793,-73.98091125488281
481,40.74966812133789,-73.9818115234375
482,40.76705932617188,-73.95366668701173
483,40.71916961669922,-74.00875091552734
484,40.76864242553711,-73.96148681640625
485,40.67488861083984,-73.997802734375
486,40.81062316894531,-73.9618911743164
487,40.75564956665039,-73.99092102050781
488,40.77191925048828,-73.94988250732422
489,40.7738151550293,-73.95191192626953
490,40.77846908569336,-73.95638275146483
491,40.75587844848633,-73.99040222167967
492,40.77754592895508,-73.97869110107422
493,40.78644943237305,-73.95285034179686
494,40.75577926635742,-73.96484375
495,40.75307846069336,-73.9781494140625
496,40.769229888916016,-73.98146057128906
497,40.77439880371094,-73.95458221435547
498,40.75154113769531,-73.97712707519531
499,40.77099990844727,-73.98342895507811
500,40.76213073730469,-73.96611022949219
501,40.75186920166016,-73.99371337890625
502,40.77140045166016,-73.95030975341797
503,40.75571441650391,-73.98223114013672
504,40.752197265625,-73.97832489013672
505,40.77234649658203,-73.94960021972656
506,40.768680572509766,-73.98519134521484
507,40.73382186889648,-73.98677062988281
508,40.79364013671875,-73.97270965576173
509,40.74544525146485,-73.98235321044923
510,40.73837661743164,-73.99153900146483
511,40.75300598144531,-73.97193145751953
512,40.76601028442384,-73.95233154296875
513,40.75065612792969,-73.99452209472656
514,40.7701416015625,-73.99163055419923
515,40.77477264404297,-73.9509506225586
516,40.78133010864258,-73.97226715087889
517,40.74763870239258,-74.0038833618164
518,40.79576873779297,-73.96917724609375
519,40.74505615234375,-73.99519348144531
520,40.75579071044922,-73.98635864257811
521,40.714859008789055,-74.01528930664062
522,40.736061096191406,-74.00566101074217
523,40.748966217041016,-73.98834991455078
524,40.73267364501953,-73.98153686523438
525,40.76319122314453,-73.98155975341797
526,40.74309921264648,-74.0001220703125
527,40.75968170166016,-73.98489379882812
528,40.727046966552734,-73.99980163574217
529,40.730918884277344,-73.9813003540039
530,40.72466278076172,-73.99232482910156
531,40.76831817626953,-73.95552062988281
532,40.754070281982415,-73.97896575927734
533,40.71967315673828,-73.98283386230467
534,40.7519989013672,-73.9754180908203
535,40.750186920166016,-73.99478149414062
536,40.762813568115234,-73.959716796875
537,40.64635467529297,-73.77706146240233
538,40.743202209472656,-73.99642181396483
539,40.78004837036133,-73.98444366455078
540,40.739349365234375,-73.98001098632812
541,40.80313873291016,-73.9563217163086
542,40.758548736572266,-73.97023010253906
543,40.77532958984375,-73.94751739501953
544,40.76673126220703,-73.98686981201173
545,40.76221466064453,-73.98480987548828
546,40.74653244018555,-73.99016571044923
547,40.7814826965332,-73.95211029052734
548,40.755645751953125,-73.99051666259764
549,40.72886657714844,-73.98429107666014
550,40.743900299072266,-73.97956848144531
551,40.779590606689446,-73.95551300048828
552,40.76896667480469,-73.98214721679686
553,40.733154296875,-73.99984741210938
554,40.716068267822266,-74.00566101074217
555,40.734745025634766,-73.99067687988281
556,40.72364044189453,-74.01134490966798
557,40.72639083862305,-73.99845123291014
558,40.76540756225586,-73.9661865234375
559,40.759159088134766,-73.98640441894531
560,40.79059982299805,-73.97666931152342
561,40.7064208984375,-74.00608825683594
562,40.7481575012207,-73.9808120727539
563,40.74993896484375,-73.99152374267578
564,40.76934051513672,-73.86377716064453
565,40.75070571899414,-73.99103546142578
566,40.773136138916016,-73.96019744873048
567,40.7817611694336,-73.97953033447266
568,40.78847885131836,-73.97817993164062
569,40.748634338378906,-74.0064926147461
570,40.77554702758789,-73.95335388183594
571,40.77212142944336,-73.95255279541014
572,40.76203918457031,-73.97921752929686
573,40.756717681884766,-73.9897232055664
574,40.74559783935546,-73.97828674316406
575,40.77569961547852,-73.94641876220702
576,40.78361892700195,-73.95439910888672
577,40.77054977416992,-73.94860076904298
578,40.77179336547852,-73.87612915039062
579,40.78322982788086,-73.97775268554686
580,40.7456512451172,-73.91004943847656
581,40.762310028076165,-73.96591186523438
582,40.76377868652344,-73.98921203613281
583,40.7497673034668,-73.99119567871094
584,40.77441787719727,-73.95760345458984
585,40.695899963378906,-73.99381256103516
586,40.715118408203125,-74.01563262939453
587,40.74156951904297,-73.9974136352539
588,40.73271179199219,-73.98367309570312
589,40.644779205322266,-73.78182220458984
590,40.765625,-73.97985076904298
591,40.7353515625,-73.98555755615233
592,40.768043518066406,-73.9529800415039
593,40.74406814575195,-73.99191284179686
594,40.7491340637207,-73.99702453613281
595,40.74583053588867,-73.97798919677734
596,40.7421875,-73.9811248779297
597,40.760231018066406,-73.9612808227539
598,40.73165130615234,-73.86589813232422
599,40.75579833984375,-73.99056243896483
600,40.72869873046875,-73.98444366455078
601,40.775249481201165,-73.94770812988281
602,40.78749084472656,-73.97907257080078
603,40.7694206237793,-73.98516082763672
604,40.741661071777344,-74.00121307373048
605,40.779930114746094,-73.97708129882812
606,40.754932403564446,-73.970947265625
607,40.77391052246094,-73.94547271728516
608,40.73638153076172,-73.98493957519531
609,40.74370956420898,-73.9837875366211
610,40.7320556640625,-74.00079345703125
611,40.755889892578125,-73.97052001953125
612,40.79174041748047,-73.96473693847656
613,40.7329330444336,-73.97801971435547
614,40.77401351928711,-73.87286376953125
615,40.747802734375,-74.00399780273438
616,40.76726150512695,-73.96312713623048
617,40.7744255065918,-73.95587921142578
618,40.777381896972656,-73.95502471923827
619,40.77708053588867,-73.95235443115233
620,40.65182876586913,-73.7860107421875
621,40.64728927612305,-73.78951263427734
622,40.742977142333984,-73.98458862304686
623,40.73386001586913,-73.9779281616211
624,40.73859024047852,-74.00809478759764
625,40.73615646362305,-73.97900390625
626,40.749759674072266,-73.99159240722656
627,40.75123977661133,-73.99410247802734
628,40.70598602294922,-74.00955200195312
629,40.74407958984375,-73.97148132324217
630,40.76581954956056,-73.98037719726561
631,40.78254318237305,-73.95574951171875
632,40.78502655029297,-73.9490966796875
633,40.722015380859375,-73.997314453125
634,40.737674713134766,-74.0048599243164
635,40.77652359008789,-73.95269775390625
636,40.749881744384766,-73.99170684814453
637,40.72970962524414,-73.98369598388672
638,40.647171020507805,-73.78912353515625
639,40.756301879882805,-73.96248626708984
640,40.73008728027344,-73.99284362792967
641,40.7600975036621,-73.9676742553711
642,40.77017211914063,-73.95169830322266
643,40.740020751953125,-73.99484252929686
644,40.71879196166992,-73.98799133300781
645,40.76454162597656,-73.93482971191406
646,40.7556266784668,-73.9906005859375
647,40.7188606262207,-74.0086898803711
648,40.75065994262695,-73.99085235595702
649,40.761348724365234,-74.00003814697266
650,40.58744430541992,-73.95970916748048
651,40.77919769287109,-73.95791625976561
652,40.76388168334961,-73.95604705810547
653,40.743919372558594,-73.99150848388672
654,40.72100830078125,-73.99745178222656
655,40.78649139404297,-73.96871948242188
656,40.74473571777344,-73.98330688476561
657,40.77776718139648,-73.9631576538086
658,40.72283935546875,-73.9831771850586
659,40.68964767456056,-73.99012756347656
660,40.75521087646485,-73.99008178710938
661,40.79842376708984,-73.95983123779298
662,40.73728561401367,-73.99681091308595
663,40.73963928222656,-73.99887084960938
664,40.77764129638672,-73.95905303955078
665,40.77967834472656,-73.98394012451173
666,40.76950073242188,-73.86273956298828
667,40.801055908203125,-73.9689712524414
668,40.77875518798828,-73.95116424560547
669,40.64476776123047,-73.7820587158203
670,40.8140869140625,-73.95974731445312
671,40.73395156860352,-74.00723266601561
672,40.68975830078125,-73.989990234375
673,40.76993942260742,-73.86334991455078
674,40.76789855957031,-73.95610809326173
675,40.75918960571289,-73.96859741210938
676,40.7379035949707,-73.9837875366211
677,40.72264099121094,-74.00814056396483
678,40.75109100341797,-73.99420928955078
679,40.75213241577149,-73.9764633178711
680,40.73981094360352,-73.98648834228516
681,40.7504768371582,-73.97732543945312
682,40.79874038696289,-73.96127319335938
683,40.81235122680664,-73.93801879882812
684,40.77571105957031,-73.95027923583984
685,40.71900939941406,-73.9894790649414
686,40.76107025146485,-73.96904754638672
687,40.755638122558594,-73.99073791503906
688,40.77325820922852,-73.94911193847656
689,40.7510223388672,-73.99432373046875
690,40.73961639404297,-73.98267364501953
691,40.75838088989258,-73.96591186523438
692,40.75088882446289,-73.99038696289062
693,40.79907989501953,-73.9413070678711
694,40.73014831542969,-73.98048400878906
695,40.75457382202149,-73.96556854248048
696,40.7949676513672,-73.96238708496092
697,40.751075744628906,-73.99424743652342
698,40.77059555053711,-73.96411895751953
699,40.6948127746582,-73.94134521484375
700,40.77128219604492,-73.9500732421875
701,40.76620864868164,-73.98298645019531
702,40.780391693115234,-73.94544982910156
703,40.78611755371094,-73.9799575805664
704,40.83489227294922,-73.94443511962889
705,40.7334213256836,-73.9997787475586
706,40.74798583984375,-73.97815704345702
707,40.76361846923828,-73.96739959716798
708,40.733768463134766,-73.98689270019531
709,40.763538360595696,-73.96468353271484
710,40.734771728515625,-73.99463653564453
711,40.762996673583984,-73.96634674072266
712,40.742923736572266,-73.98027801513672
713,40.73889923095703,-73.99578094482422
714,40.75376892089844,-73.98155975341797
715,40.75728225708008,-73.97333526611328
716,40.78790283203125,-73.95199584960938
717,40.749881744384766,-73.9916763305664
718,40.73023986816406,-73.85076904296875
719,40.77737045288086,-73.94631958007811
720,40.75342178344727,-73.99263000488281
721,40.72576904296875,-73.9947967529297
722,40.79449844360352,-73.9721450805664
723,40.73672866821289,-74.00116729736328
724,40.74933242797852,-73.99176788330078
725,40.763301849365234,-73.9632797241211
726,40.76459884643555,-73.98053741455078
727,40.77236175537109,-73.94624328613281
728,40.732643127441406,-73.9817123413086
729,40.73855972290039,-73.98535919189453
730,40.70132827758789,-74.01216888427734
731,40.72842025756836,-73.99066162109375
732,40.76098251342773,-73.95787811279298
733,40.76334381103516,-73.97749328613281
734,40.76039123535156,-73.96942901611328
735,40.75680160522461,-73.99025726318358
